inv_no,billed_on,zimmer_cust_no,customer,sku_id,description,cat_name,customer_po,qty,price,net_sales_amount,commission_rate,Commission Total,Year,Month
922690,8/15/22,00006612,ALEX PAINO,73-2720,SCRW 2.7X20MM CANCELOUS LOCKNG,DI,0,8,0,0,19,0,2022,8
922695,8/15/22,00076801,CLEVELAND CLINIC WESTON,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,00000000000CCF22576702,1,215,215,19,41,2022,8
922884,8/16/22,12267201,MARTIN MEMORIAL HOSPITAL,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,624710711,2,215,430,19,82,2022,8
922918,8/16/22,23446901,DELRAY MEDICAL CENTER,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,200549042,4,67,267,19,51,2022,8
922918,8/16/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200549042,4,67,267,19,51,2022,8
922918,8/16/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200549042,2,670,1340,19,255,2022,8
922918,8/16/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200549042,2,80,160,19,30,2022,8
922923,8/16/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,0000000WKLYDI16AUG2022,4,0,0,19,0,2022,8
922923,8/16/22,00006612,ALEX PAINO,73-2410,SCRW 2.4X10MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,4,0,0,19,0,2022,8
922923,8/16/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,12,0,0,19,0,2022,8
922923,8/16/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,4,0,0,19,0,2022,8
922923,8/16/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,4,0,0,19,0,2022,8
922948,8/16/22,00006612,ALEX PAINO,323.0010,RIBFIX ADV BRAD PT 4.0MM DRILL,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,100.035.14,LOCKING SCREW 14MM BLUE,DI,0000000WKLYDI16AUG2022,6,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,0000000WKLYDI16AUG2022,12,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,0000000WKLYDI16AUG2022,1,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,323.1013,RIBFIX ADV SHT BRDG & 23MM PST,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,323.1033,RIBFIX ADV LO BRDG & 23MM PST,DI,0000000WKLYDI16AUG2022,5,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,323.1090,RIBFIX ADV GUIDE CABLE,DI,0000000WKLYDI16AUG2022,11,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,323.1205,RIBFIX ADV X-DRV LOCKING CAP,DI,0000000WKLYDI16AUG2022,14,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,323.1290,RIBFIX ADV 9.5MM WASHER,DI,0000000WKLYDI16AUG2022,14,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,12,0,0,19,0,2022,8
923086,8/16/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,0000000WKLYDI16AUG2022,4,0,0,19,0,2022,8
923447,8/17/22,00006612,ALEX PAINO,100.035.10,LOCKING SCREW 10MM MINT,DI,00000000000080822RS-AP,15,0,0,19,0,2022,8
923463,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.14,LOCKING SCREW 14MM BLUE,Jace,578417,6,59,354,19,67,2022,8
923463,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,578417,12,59,708,19,135,2022,8
923463,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.102.06,H PLATE 6 HOLES,Jace,578417,2,381,762,19,145,2022,8
923463,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.104.06,O PLATE 6 HOLES,Jace,578417,1,381,381,19,72,2022,8
923464,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,70-2001,HIGH TORQUE DRIVER,RibFix Adv,580809,1,105,105,19,20,2022,8
923464,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,580809,8,50,400,19,76,2022,8
923464,8/17/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,74-0003,SL360 SINGLE X-PLATE IMPLANT,SternaLock,580809,1,1411,1411,19,268,2022,8
923526,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
923526,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,8
923526,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,8
923527,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
923527,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
923527,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
923527,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-300,TRITIUM DBL CABLE PLATE 6HOLE,Tritium,5.10E+14,2,540,1080,19,205,2022,8
923527,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,5.10E+14,1,550,550,19,105,2022,8
923528,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,8,52,416,19,79,2022,8
923528,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,5.10E+14,2,550,1100,19,209,2022,8
923529,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,16,52,832,19,158,2022,8
923529,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-300,TRITIUM DBL CABLE PLATE 6HOLE,Tritium,5.10E+14,2,540,1080,19,205,2022,8
923529,8/17/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,5.10E+14,1,550,550,19,105,2022,8
923825,8/18/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,400-727,CABLE SS CUTTINGEDGE 5PK,Single Use,5.10E+14,1,436,436,19,83,2022,8
923913,8/18/22,00006612,ALEX PAINO,73-1194,STERNALOCK BLADE,DI,000000000000000Restock,0,0,0,19,0,2022,8
923914,8/18/22,00006612,ALEX PAINO,86-PLTCUTTER-2,TRITIUM PLATE CUTTER 1EA,DI,000000000000000Restock,2,0,0,19,0,2022,8
924190,8/22/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.14,LOCKING SCREW 14MM BLUE,Jace,584486,4,59,236,19,45,2022,8
924190,8/22/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,584486,8,59,472,19,90,2022,8
924190,8/22/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.103.04,BOX PLATE 4 HOLES,Jace,584486,3,362,1086,19,206,2022,8
924193,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,70-2001,HIGH TORQUE DRIVER,RibFix Adv,1124071,2,197,394,19,75,2022,8
924193,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,1124071,8,110,880,19,167,2022,8
924193,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,1124071,4,110,440,19,84,2022,8
924193,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,1124071,1,4234,4234,19,804,2022,8
924194,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,70-2001,HIGH TORQUE DRIVER,RibFix Adv,1124073,2,80,160,19,30,2022,8
924194,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,73-2410,SCRW 2.4X10MM CANCELOUS LOCKNG,SternaLock,1.12E+06,4,50,200,19,38,2022,8
924194,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,1.12E+06,4,50,200,19,38,2022,8
924194,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,1.12E+06,4,50,200,19,38,2022,8
924194,8/22/22,01759101,BAPTIST HEALTH BOCA RATON,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,1.12E+06,2,2600,5200,19,988,2022,8
924431,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
924431,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,8
924431,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,8
924591,8/22/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,080-401,RSP 4.0MM 6BOX ST,Single Use,5.84E+05,3,113,340,19,65,2022,8
924614,8/22/22,09786601,HCA - JFK MEDICAL CENTER,046-267,DW SS #6 14INCCS2 3PK 12PK,Single Use,5.83E+05,2,1105,2210,19,420,2022,8
924619,8/22/22,12267201,MARTIN MEMORIAL HOSPITAL,019-530,DISPPATCBL 2.0 6FT W 8PK,Single Use,6.05E+06,2,113,227,19,43,2022,8
924802,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,8
924802,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,8
924802,8/22/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,8
925393,8/23/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLYDI16AUG2022,16,0,0,19,0,2022,8
925393,8/23/22,00006612,ALEX PAINO,86-300,TRITIUM DBL CABLE PLATE 6HOLE,DI,0000000WKLYDI16AUG2022,6,0,0,19,0,2022,8
925393,8/23/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLYDI16AUG2022,5,0,0,19,0,2022,8
925393,8/23/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLYDI16AUG2022,7,0,0,19,0,2022,8
925393,8/23/22,00006612,ALEX PAINO,86-500,TRITIUM AUX PLT 4HOLE 1 CBL,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925394,8/23/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925394,8/23/22,00006612,ALEX PAINO,86-500,TRITIUM AUX PLT 4HOLE 1 CBL,DI,0000000WKLYDI16AUG2022,1,0,0,19,0,2022,8
925395,8/23/22,00006612,ALEX PAINO,86-200,TRITIUM X PLT 8 HOLE X 1 CABLE,DI,0000000WKLYDI16AUG2022,1,0,0,19,0,2022,8
925395,8/23/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLYDI16AUG2022,52,0,0,19,0,2022,8
925395,8/23/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,0000000WKLYDI16AUG2022,42,0,0,19,0,2022,8
925627,8/24/22,00076801,CLEVELAND CLINIC WESTON,080-271,RSP 2.7MM 6BOX ST,Single Use,00000000000CCF22595063,1,84,84,19,16,2022,8
925694,8/24/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925694,8/24/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925694,8/24/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLYDI16AUG2022,32,0,0,19,0,2022,8
925694,8/24/22,00006612,ALEX PAINO,86-30-12,TRITIUM EMG SCR 3.0X12MM 1EA,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925694,8/24/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.101.04,V PLATE 4 HOLES,DI,Inventory Build - JACE,5,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.103.04,BOX PLATE 4 HOLES,DI,Inventory Build - JACE,9,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.601.04,V PLATE 4 HOLES CONCAVE,DI,Inventory Build - JACE,5,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.602.06,H PLATE 6 HOLES CONCAVE,DI,Inventory Build - JACE,6,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.603.04,BOX PLAT 4 HOLE CONCAVE,DI,Inventory Build - JACE,6,0,0,19,0,2022,8
925695,8/24/22,00006612,ALEX PAINO,115.604.06,O PLATE 6 HOLES CONCAVE,DI,Inventory Build - JACE,3,0,0,19,0,2022,8
925696,8/24/22,00076801,CLEVELAND CLINIC WESTON,080-271,RSP 2.7MM 6BOX ST,Single Use,00000000000CCF22595063,1,84,84,19,16,2022,8
925882,8/24/22,00006612,ALEX PAINO,100.035.14,LOCKING SCREW 14MM BLUE,DI,0000000WKLY23AUG2022CP,4,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,0000000WKLY23AUG2022CP,32,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,100.035.18,LOCKING SCREW 18MM GREEN,DI,0000000WKLY23AUG2022CP,12,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,0000000WKLY23AUG2022CP,4,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,115.103.04,BOX PLATE 4 HOLES,DI,0000000WKLY23AUG2022CP,3,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,0000000WKLY23AUG2022CP,2,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,0000000WKLY23AUG2022CP,3,0,0,19,0,2022,8
925882,8/24/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLY23AUG2022CP,25,0,0,19,0,2022,8
925956,8/25/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLY23AUG2022CP,8,0,0,19,0,2022,8
925956,8/25/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLY23AUG2022CP,6,0,0,19,0,2022,8
925956,8/25/22,00006612,ALEX PAINO,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,DI,0000000WKLY23AUG2022CP,0,0,0,19,0,2022,8
925956,8/25/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLY23AUG2022CP,4,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLY23AUG2022AP,0,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLY23AUG2022AP,8,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLY23AUG2022AP,18,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,0000000WKLY23AUG2022AP,16,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-300,TRITIUM DBL CABLE PLATE 6HOLE,DI,0000000WKLY23AUG2022AP,4,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLY23AUG2022AP,2,0,0,19,0,2022,8
925957,8/25/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLY23AUG2022AP,0,0,0,19,0,2022,8
926081,8/25/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
926082,8/25/22,00006612,ALEX PAINO,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,DI,0000000WKLY23AUG2022CP,1,0,0,19,0,2022,8
926083,8/25/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLY23AUG2022AP,0,0,0,19,0,2022,8
926083,8/25/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLY23AUG2022AP,3,0,0,19,0,2022,8
926406,8/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,0,52,0,19,0,2022,8
926406,8/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,8
926406,8/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,0,70,0,19,0,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.0010,RIBFIX ADV BRAD PT 4.0MM DRILL,RibFix ADV,200549309,1,303,303,19,58,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1013,RIBFIX ADV SHT BRDG & 23MM PST,RibFix ADV,200549309,2,3839,7678,19,1459,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1033,RIBFIX ADV LO BRDG & 23MM PST,RibFix ADV,200549309,1,4197,4197,19,797,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1090,RIBFIX ADV GUIDE CABLE,RibFix ADV,200549309,6,281,1686,19,320,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1205,RIBFIX ADV X-DRV LOCKING CAP,RibFix ADV,200549309,6,325,1950,19,371,2022,8
926428,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1290,RIBFIX ADV 9.5MM WASHER,RibFix ADV,200549309,6,215,1290,19,245,2022,8
926429,8/25/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200549136,8,67,534,19,101,2022,8
926429,8/25/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200549136,2,670,1340,19,255,2022,8
926429,8/25/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200549136,2,80,160,19,30,2022,8
926430,8/25/22,23446901,DELRAY MEDICAL CENTER,323.0010,RIBFIX ADV BRAD PT 4.0MM DRILL,RibFix ADV,200549384,1,303,303,19,58,2022,8
926430,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1033,RIBFIX ADV LO BRDG & 23MM PST,RibFix ADV,200549384,4,4197,16788,19,3190,2022,8
926430,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1090,RIBFIX ADV GUIDE CABLE,RibFix ADV,200549384,5,281,1405,19,267,2022,8
926430,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1205,RIBFIX ADV X-DRV LOCKING CAP,RibFix ADV,200549384,8,325,2600,19,494,2022,8
926430,8/25/22,23446901,DELRAY MEDICAL CENTER,323.1290,RIBFIX ADV 9.5MM WASHER,RibFix ADV,200549384,8,215,1720,19,327,2022,8
926526,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+15,20,70,1400,19,266,2022,8
926529,8/26/22,23446901,DELRAY MEDICAL CENTER,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,200549345,8,67,534,19,101,2022,8
926529,8/26/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200549345,2,670,1340,19,255,2022,8
926529,8/26/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200549345,2,80,160,19,30,2022,8
926560,8/26/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
926560,8/26/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
926560,8/26/22,00006612,ALEX PAINO,86-30-12,TRITIUM EMG SCR 3.0X12MM 1EA,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
926560,8/26/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
926561,8/26/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLY23AUG2022AP,2,0,0,19,0,2022,8
926690,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,6,52,312,19,59,2022,8
926690,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,10,52,520,19,99,2022,8
926690,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-300,TRITIUM DBL CABLE PLATE 6HOLE,Tritium,5.10E+14,2,540,1080,19,205,2022,8
926690,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,5.10E+14,1,550,550,19,105,2022,8
926691,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,8,52,416,19,79,2022,8
926691,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,2,435,870,19,165,2022,8
926691,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,8
926692,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-10,TRITIUM SCR 2.7X10MM 1EA,Tritium,5.10E+14,2,52,104,19,20,2022,8
926692,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,2,52,104,19,20,2022,8
926692,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,8
926692,8/26/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,8
926714,8/26/22,00076801,CLEVELAND CLINIC WESTON,080-351,RSP 3.5MM 6BOX ST,Single Use,00000000000CCF22610011,1,84,84,19,16,2022,8
926760,8/26/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,0000000WKLYDI16AUG2022,2,0,0,19,0,2022,8
926760,8/26/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLYDI16AUG2022,26,0,0,19,0,2022,8
926760,8/26/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLYDI16AUG2022,0,0,0,19,0,2022,8
926938,8/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,583901,12,59,708,19,135,2022,8
926938,8/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.18,LOCKING SCREW 18MM GREEN,Jace,583901,6,59,354,19,67,2022,8
926938,8/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.102.06,H PLATE 6 HOLES,Jace,583901,2,381,762,19,145,2022,8
926938,8/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.104.06,O PLATE 6 HOLES,Jace,583901,1,381,381,19,72,2022,8
927596,8/29/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,16,52,832,19,158,2022,8
927596,8/29/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-300,TRITIUM DBL CABLE PLATE 6HOLE,Tritium,5.10E+14,2,540,1080,19,205,2022,8
